year,indicator,num_countries,rel_count,_indicator
1998,2.5.1,102.0,193,02_05_01
1999,2.5.1,102.0,193,02_05_01
2000,2.5.1,102.0,193,02_05_01
2001,2.5.1,102.0,193,02_05_01
2002,2.5.1,102.0,193,02_05_01
2003,2.5.1,102.0,193,02_05_01
2004,2.5.1,102.0,193,02_05_01
2005,2.5.1,102.0,193,02_05_01
2006,2.5.1,102.0,193,02_05_01
2007,2.5.1,102.0,193,02_05_01
2008,2.5.1,102.0,193,02_05_01
2009,2.5.1,102.0,193,02_05_01
2010,2.5.1,172.0,193,02_05_01
2011,2.5.1,172.0,193,02_05_01
2012,2.5.1,172.0,193,02_05_01
2013,2.5.1,172.0,193,02_05_01
2014,2.5.1,172.0,193,02_05_01
2015,2.5.1,172.0,193,02_05_01
2016,2.5.1,172.0,193,02_05_01
2017,2.5.1,172.0,193,02_05_01
2018,2.5.1,172.0,193,02_05_01
2019,2.5.1,172.0,193,02_05_01
2020,2.5.1,0.0,193,02_05_01
1990,2.5.2,0.0,193,02_05_02
1991,2.5.2,0.0,193,02_05_02
1992,2.5.2,0.0,193,02_05_02
1993,2.5.2,0.0,193,02_05_02
1994,2.5.2,0.0,193,02_05_02
1995,2.5.2,0.0,193,02_05_02
1996,2.5.2,0.0,193,02_05_02
1997,2.5.2,0.0,193,02_05_02
1998,2.5.2,0.0,193,02_05_02
1999,2.5.2,0.0,193,02_05_02
2000,2.5.2,63.0,193,02_05_02
2001,2.5.2,63.0,193,02_05_02
2002,2.5.2,63.0,193,02_05_02
2003,2.5.2,63.0,193,02_05_02
2004,2.5.2,63.0,193,02_05_02
2005,2.5.2,63.0,193,02_05_02
2006,2.5.2,63.0,193,02_05_02
2007,2.5.2,63.0,193,02_05_02
2008,2.5.2,64.0,193,02_05_02
2009,2.5.2,64.0,193,02_05_02
2010,2.5.2,67.0,193,02_05_02
2011,2.5.2,68.0,193,02_05_02
2012,2.5.2,68.0,193,02_05_02
2013,2.5.2,70.0,193,02_05_02
2014,2.5.2,71.0,193,02_05_02
2015,2.5.2,71.0,193,02_05_02
2016,2.5.2,72.0,193,02_05_02
2017,2.5.2,72.0,193,02_05_02
2018,2.5.2,75.0,193,02_05_02
2019,2.5.2,75.0,193,02_05_02
2020,2.5.2,0.0,193,02_05_02
1990,2.a.1,0.0,193,02_0a_01
1991,2.a.1,0.0,193,02_0a_01
1992,2.a.1,0.0,193,02_0a_01
1993,2.a.1,0.0,193,02_0a_01
1994,2.a.1,0.0,193,02_0a_01
1995,2.a.1,0.0,193,02_0a_01
1996,2.a.1,0.0,193,02_0a_01
1997,2.a.1,0.0,193,02_0a_01
1998,2.a.1,0.0,193,02_0a_01
1999,2.a.1,0.0,193,02_0a_01
2000,2.a.1,0.0,193,02_0a_01
2001,2.a.1,76.0,193,02_0a_01
2002,2.a.1,83.0,193,02_0a_01
2003,2.a.1,87.0,193,02_0a_01
2004,2.a.1,94.0,193,02_0a_01
2005,2.a.1,97.0,193,02_0a_01
2006,2.a.1,101.0,193,02_0a_01
2007,2.a.1,106.0,193,02_0a_01
2008,2.a.1,111.0,193,02_0a_01
2009,2.a.1,116.0,193,02_0a_01
2010,2.a.1,117.0,193,02_0a_01
2011,2.a.1,117.0,193,02_0a_01
2012,2.a.1,121.0,193,02_0a_01
2013,2.a.1,115.0,193,02_0a_01
2014,2.a.1,113.0,193,02_0a_01
2015,2.a.1,110.0,193,02_0a_01
2016,2.a.1,101.0,193,02_0a_01
2017,2.a.1,99.0,193,02_0a_01
2018,2.a.1,96.0,193,02_0a_01
2019,2.a.1,0.0,193,02_0a_01
2020,2.a.1,0.0,193,02_0a_01
1990,2.a.2,0.0,143,02_0a_02
1991,2.a.2,0.0,143,02_0a_02
1992,2.a.2,0.0,143,02_0a_02
1993,2.a.2,0.0,143,02_0a_02
1994,2.a.2,0.0,143,02_0a_02
1995,2.a.2,0.0,143,02_0a_02
1996,2.a.2,0.0,143,02_0a_02
1997,2.a.2,0.0,143,02_0a_02
1998,2.a.2,0.0,143,02_0a_02
1999,2.a.2,0.0,143,02_0a_02
2000,2.a.2,138.0,143,02_0a_02
2001,2.a.2,139.0,143,02_0a_02
2002,2.a.2,139.0,143,02_0a_02
2003,2.a.2,139.0,143,02_0a_02
2004,2.a.2,138.0,143,02_0a_02
2005,2.a.2,141.0,143,02_0a_02
2006,2.a.2,142.0,143,02_0a_02
2007,2.a.2,141.0,143,02_0a_02
2008,2.a.2,141.0,143,02_0a_02
2009,2.a.2,141.0,143,02_0a_02
2010,2.a.2,141.0,143,02_0a_02
2011,2.a.2,138.0,143,02_0a_02
2012,2.a.2,138.0,143,02_0a_02
2013,2.a.2,138.0,143,02_0a_02
2014,2.a.2,137.0,143,02_0a_02
2015,2.a.2,137.0,143,02_0a_02
2016,2.a.2,137.0,143,02_0a_02
2017,2.a.2,136.0,143,02_0a_02
2018,2.a.2,133.0,143,02_0a_02
2019,2.a.2,0.0,143,02_0a_02
2020,2.a.2,0.0,143,02_0a_02
1990,2.b.1,0.0,193,02_0b_01
1991,2.b.1,0.0,193,02_0b_01
1992,2.b.1,0.0,193,02_0b_01
1993,2.b.1,0.0,193,02_0b_01
1994,2.b.1,0.0,193,02_0b_01
1995,2.b.1,32.0,193,02_0b_01
1996,2.b.1,32.0,193,02_0b_01
1997,2.b.1,32.0,193,02_0b_01
1998,2.b.1,32.0,193,02_0b_01
1999,2.b.1,31.0,193,02_0b_01
2000,2.b.1,31.0,193,02_0b_01
2001,2.b.1,31.0,193,02_0b_01
2002,2.b.1,30.0,193,02_0b_01
2003,2.b.1,30.0,193,02_0b_01
2004,2.b.1,29.0,193,02_0b_01
2005,2.b.1,24.0,193,02_0b_01
2006,2.b.1,24.0,193,02_0b_01
2007,2.b.1,23.0,193,02_0b_01
2008,2.b.1,23.0,193,02_0b_01
2009,2.b.1,23.0,193,02_0b_01
2010,2.b.1,22.0,193,02_0b_01
2011,2.b.1,22.0,193,02_0b_01
2012,2.b.1,22.0,193,02_0b_01
2013,2.b.1,21.0,193,02_0b_01
2014,2.b.1,20.0,193,02_0b_01
2015,2.b.1,19.0,193,02_0b_01
2016,2.b.1,16.0,193,02_0b_01
2017,2.b.1,13.0,193,02_0b_01
2018,2.b.1,6.0,193,02_0b_01
2019,2.b.1,0.0,193,02_0b_01
2020,2.b.1,0.0,193,02_0b_01
1990,2.c.1,0.0,193,02_0c_01
1991,2.c.1,0.0,193,02_0c_01
1992,2.c.1,0.0,193,02_0c_01
1993,2.c.1,0.0,193,02_0c_01
1994,2.c.1,0.0,193,02_0c_01
1995,2.c.1,0.0,193,02_0c_01
1996,2.c.1,0.0,193,02_0c_01
1997,2.c.1,0.0,193,02_0c_01
1998,2.c.1,0.0,193,02_0c_01
1999,2.c.1,0.0,193,02_0c_01
2000,2.c.1,0.0,193,02_0c_01
2001,2.c.1,0.0,193,02_0c_01
2002,2.c.1,0.0,193,02_0c_01
2003,2.c.1,0.0,193,02_0c_01
2004,2.c.1,0.0,193,02_0c_01
2005,2.c.1,0.0,193,02_0c_01
2006,2.c.1,0.0,193,02_0c_01
2007,2.c.1,0.0,193,02_0c_01
2008,2.c.1,0.0,193,02_0c_01
2009,2.c.1,0.0,193,02_0c_01
2010,2.c.1,0.0,193,02_0c_01
2011,2.c.1,0.0,193,02_0c_01
2012,2.c.1,0.0,193,02_0c_01
2013,2.c.1,0.0,193,02_0c_01
2014,2.c.1,0.0,193,02_0c_01
2015,2.c.1,0.0,193,02_0c_01
2016,2.c.1,160.0,193,02_0c_01
2017,2.c.1,160.0,193,02_0c_01
2018,2.c.1,0.0,193,02_0c_01
2019,2.c.1,0.0,193,02_0c_01
2020,2.c.1,0.0,193,02_0c_01
1990,3.1.1,0.0,193,03_01_01
1991,3.1.1,0.0,193,03_01_01
1992,3.1.1,0.0,193,03_01_01
1993,3.1.1,0.0,193,03_01_01
1994,3.1.1,0.0,193,03_01_01
1995,3.1.1,0.0,193,03_01_01
1996,3.1.1,0.0,193,03_01_01
1997,3.1.1,0.0,193,03_01_01
1998,3.1.1,0.0,193,03_01_01
1999,3.1.1,0.0,193,03_01_01
2000,3.1.1,182.0,193,03_01_01
2001,3.1.1,182.0,193,03_01_01
2002,3.1.1,182.0,193,03_01_01
2003,3.1.1,182.0,193,03_01_01
2004,3.1.1,182.0,193,03_01_01
2005,3.1.1,182.0,193,03_01_01
2006,3.1.1,182.0,193,03_01_01
2007,3.1.1,182.0,193,03_01_01
2008,3.1.1,182.0,193,03_01_01
2009,3.1.1,182.0,193,03_01_01
2010,3.1.1,182.0,193,03_01_01
2011,3.1.1,182.0,193,03_01_01
2012,3.1.1,182.0,193,03_01_01
2013,3.1.1,182.0,193,03_01_01
2014,3.1.1,182.0,193,03_01_01
2015,3.1.1,182.0,193,03_01_01
2016,3.1.1,182.0,193,03_01_01
2017,3.1.1,182.0,193,03_01_01
2018,3.1.1,0.0,193,03_01_01
2019,3.1.1,0.0,193,03_01_01
2020,3.1.1,0.0,193,03_01_01
1990,3.1.2,52.0,193,03_01_02
1991,3.1.2,66.0,193,03_01_02
1992,3.1.2,81.0,193,03_01_02
1993,3.1.2,97.0,193,03_01_02
1994,3.1.2,106.0,193,03_01_02
1995,3.1.2,119.0,193,03_01_02
1996,3.1.2,133.0,193,03_01_02
1997,3.1.2,140.0,193,03_01_02
1998,3.1.2,148.0,193,03_01_02
1999,3.1.2,152.0,193,03_01_02
2000,3.1.2,168.0,193,03_01_02
2001,3.1.2,170.0,193,03_01_02
2002,3.1.2,171.0,193,03_01_02
2003,3.1.2,174.0,193,03_01_02
2004,3.1.2,175.0,193,03_01_02
2005,3.1.2,175.0,193,03_01_02
2006,3.1.2,176.0,193,03_01_02
2007,3.1.2,178.0,193,03_01_02
2008,3.1.2,176.0,193,03_01_02
2009,3.1.2,176.0,193,03_01_02
2010,3.1.2,173.0,193,03_01_02
2011,3.1.2,169.0,193,03_01_02
2012,3.1.2,168.0,193,03_01_02
2013,3.1.2,163.0,193,03_01_02
2014,3.1.2,157.0,193,03_01_02
2015,3.1.2,142.0,193,03_01_02
2016,3.1.2,130.0,193,03_01_02
2017,3.1.2,102.0,193,03_01_02
2018,3.1.2,63.0,193,03_01_02
2019,3.1.2,6.0,193,03_01_02
2020,3.1.2,0.0,193,03_01_02
1990,3.2.1,0.0,193,03_02_01
1991,3.2.1,0.0,193,03_02_01
1992,3.2.1,0.0,193,03_02_01
1993,3.2.1,0.0,193,03_02_01
1994,3.2.1,0.0,193,03_02_01
1995,3.2.1,0.0,193,03_02_01
1996,3.2.1,0.0,193,03_02_01
1997,3.2.1,0.0,193,03_02_01
1998,3.2.1,0.0,193,03_02_01
1999,3.2.1,0.0,193,03_02_01
2000,3.2.1,191.0,193,03_02_01
2001,3.2.1,191.0,193,03_02_01
2002,3.2.1,191.0,193,03_02_01
2003,3.2.1,191.0,193,03_02_01
2004,3.2.1,191.0,193,03_02_01
2005,3.2.1,191.0,193,03_02_01
2006,3.2.1,191.0,193,03_02_01
2007,3.2.1,191.0,193,03_02_01
2008,3.2.1,191.0,193,03_02_01
2009,3.2.1,191.0,193,03_02_01
2010,3.2.1,191.0,193,03_02_01
2011,3.2.1,191.0,193,03_02_01
2012,3.2.1,191.0,193,03_02_01
2013,3.2.1,191.0,193,03_02_01
2014,3.2.1,191.0,193,03_02_01
2015,3.2.1,191.0,193,03_02_01
2016,3.2.1,191.0,193,03_02_01
2017,3.2.1,191.0,193,03_02_01
2018,3.2.1,191.0,193,03_02_01
2019,3.2.1,0.0,193,03_02_01
2020,3.2.1,0.0,193,03_02_01
1990,3.2.2,0.0,193,03_02_02
1991,3.2.2,0.0,193,03_02_02
1992,3.2.2,0.0,193,03_02_02
1993,3.2.2,0.0,193,03_02_02
1994,3.2.2,0.0,193,03_02_02
1995,3.2.2,0.0,193,03_02_02
1996,3.2.2,0.0,193,03_02_02
1997,3.2.2,0.0,193,03_02_02
1998,3.2.2,0.0,193,03_02_02
1999,3.2.2,0.0,193,03_02_02
2000,3.2.2,191.0,193,03_02_02
2001,3.2.2,191.0,193,03_02_02
2002,3.2.2,191.0,193,03_02_02
2003,3.2.2,191.0,193,03_02_02
2004,3.2.2,191.0,193,03_02_02
2005,3.2.2,191.0,193,03_02_02
2006,3.2.2,191.0,193,03_02_02
2007,3.2.2,191.0,193,03_02_02
2008,3.2.2,191.0,193,03_02_02
2009,3.2.2,191.0,193,03_02_02
2010,3.2.2,191.0,193,03_02_02
2011,3.2.2,191.0,193,03_02_02
2012,3.2.2,191.0,193,03_02_02
2013,3.2.2,191.0,193,03_02_02
2014,3.2.2,191.0,193,03_02_02
2015,3.2.2,191.0,193,03_02_02
2016,3.2.2,191.0,193,03_02_02
2017,3.2.2,191.0,193,03_02_02
2018,3.2.2,191.0,193,03_02_02
2019,3.2.2,0.0,193,03_02_02
2020,3.2.2,0.0,193,03_02_02
1990,3.3.1,0.0,193,03_03_01
1991,3.3.1,0.0,193,03_03_01
1992,3.3.1,0.0,193,03_03_01
1993,3.3.1,0.0,193,03_03_01
1994,3.3.1,0.0,193,03_03_01
1995,3.3.1,0.0,193,03_03_01
1996,3.3.1,0.0,193,03_03_01
1997,3.3.1,0.0,193,03_03_01
1998,3.3.1,0.0,193,03_03_01
1999,3.3.1,0.0,193,03_03_01
2000,3.3.1,135.0,193,03_03_01
2001,3.3.1,135.0,193,03_03_01
2002,3.3.1,135.0,193,03_03_01
2003,3.3.1,135.0,193,03_03_01
2004,3.3.1,135.0,193,03_03_01
2005,3.3.1,135.0,193,03_03_01
2006,3.3.1,135.0,193,03_03_01
2007,3.3.1,135.0,193,03_03_01
2008,3.3.1,135.0,193,03_03_01
2009,3.3.1,135.0,193,03_03_01
2010,3.3.1,135.0,193,03_03_01
2011,3.3.1,135.0,193,03_03_01
2012,3.3.1,135.0,193,03_03_01
2013,3.3.1,135.0,193,03_03_01
2014,3.3.1,135.0,193,03_03_01
2015,3.3.1,135.0,193,03_03_01
2016,3.3.1,135.0,193,03_03_01
2017,3.3.1,135.0,193,03_03_01
2018,3.3.1,134.0,193,03_03_01
2019,3.3.1,0.0,193,03_03_01
2020,3.3.1,0.0,193,03_03_01
1990,3.3.2,0.0,193,03_03_02
1991,3.3.2,0.0,193,03_03_02
1992,3.3.2,0.0,193,03_03_02
1993,3.3.2,0.0,193,03_03_02
1994,3.3.2,0.0,193,03_03_02
1995,3.3.2,0.0,193,03_03_02
1996,3.3.2,0.0,193,03_03_02
1997,3.3.2,0.0,193,03_03_02
1998,3.3.2,0.0,193,03_03_02
1999,3.3.2,0.0,193,03_03_02
2000,3.3.2,187.0,193,03_03_02
2001,3.3.2,187.0,193,03_03_02
2002,3.3.2,188.0,193,03_03_02
2003,3.3.2,188.0,193,03_03_02
2004,3.3.2,188.0,193,03_03_02
2005,3.3.2,190.0,193,03_03_02
2006,3.3.2,190.0,193,03_03_02
2007,3.3.2,190.0,193,03_03_02
2008,3.3.2,190.0,193,03_03_02
2009,3.3.2,190.0,193,03_03_02
2010,3.3.2,190.0,193,03_03_02
2011,3.3.2,191.0,193,03_03_02
2012,3.3.2,191.0,193,03_03_02
2013,3.3.2,191.0,193,03_03_02
2014,3.3.2,191.0,193,03_03_02
2015,3.3.2,191.0,193,03_03_02
2016,3.3.2,191.0,193,03_03_02
2017,3.3.2,191.0,193,03_03_02
2018,3.3.2,191.0,193,03_03_02
2019,3.3.2,0.0,193,03_03_02
2020,3.3.2,0.0,193,03_03_02
1990,3.3.3,0.0,146,03_03_03
1991,3.3.3,0.0,146,03_03_03
1992,3.3.3,0.0,146,03_03_03
1993,3.3.3,0.0,146,03_03_03
1994,3.3.3,0.0,146,03_03_03
1995,3.3.3,0.0,146,03_03_03
1996,3.3.3,0.0,146,03_03_03
1997,3.3.3,0.0,146,03_03_03
1998,3.3.3,0.0,146,03_03_03
1999,3.3.3,0.0,146,03_03_03
2000,3.3.3,106.0,146,03_03_03
2001,3.3.3,106.0,146,03_03_03
2002,3.3.3,106.0,146,03_03_03
2003,3.3.3,106.0,146,03_03_03
2004,3.3.3,106.0,146,03_03_03
2005,3.3.3,106.0,146,03_03_03
2006,3.3.3,106.0,146,03_03_03
2007,3.3.3,106.0,146,03_03_03
2008,3.3.3,106.0,146,03_03_03
2009,3.3.3,106.0,146,03_03_03
2010,3.3.3,106.0,146,03_03_03
2011,3.3.3,106.0,146,03_03_03
2012,3.3.3,106.0,146,03_03_03
2013,3.3.3,106.0,146,03_03_03
2014,3.3.3,106.0,146,03_03_03
2015,3.3.3,106.0,146,03_03_03
2016,3.3.3,106.0,146,03_03_03
2017,3.3.3,106.0,146,03_03_03
2018,3.3.3,106.0,146,03_03_03
2019,3.3.3,0.0,146,03_03_03
2020,3.3.3,0.0,146,03_03_03
1990,3.3.4,0.0,193,03_03_04
1991,3.3.4,0.0,193,03_03_04
1992,3.3.4,0.0,193,03_03_04
1993,3.3.4,0.0,193,03_03_04
1994,3.3.4,0.0,193,03_03_04
1995,3.3.4,0.0,193,03_03_04
1996,3.3.4,0.0,193,03_03_04
1997,3.3.4,0.0,193,03_03_04
1998,3.3.4,0.0,193,03_03_04
1999,3.3.4,0.0,193,03_03_04
2000,3.3.4,0.0,193,03_03_04
2001,3.3.4,0.0,193,03_03_04
2002,3.3.4,0.0,193,03_03_04
2003,3.3.4,0.0,193,03_03_04
2004,3.3.4,0.0,193,03_03_04
2005,3.3.4,0.0,193,03_03_04
2006,3.3.4,0.0,193,03_03_04
2007,3.3.4,0.0,193,03_03_04
2008,3.3.4,0.0,193,03_03_04
2009,3.3.4,0.0,193,03_03_04
2010,3.3.4,0.0,193,03_03_04
2011,3.3.4,0.0,193,03_03_04
2012,3.3.4,0.0,193,03_03_04
2013,3.3.4,0.0,193,03_03_04
2014,3.3.4,0.0,193,03_03_04
2015,3.3.4,191.0,193,03_03_04
2016,3.3.4,0.0,193,03_03_04
2017,3.3.4,0.0,193,03_03_04
2018,3.3.4,0.0,193,03_03_04
2019,3.3.4,0.0,193,03_03_04
2020,3.3.4,0.0,193,03_03_04
1990,3.3.5,0.0,193,03_03_05
1991,3.3.5,0.0,193,03_03_05
1992,3.3.5,0.0,193,03_03_05
1993,3.3.5,0.0,193,03_03_05
1994,3.3.5,0.0,193,03_03_05
1995,3.3.5,0.0,193,03_03_05
1996,3.3.5,0.0,193,03_03_05
1997,3.3.5,0.0,193,03_03_05
1998,3.3.5,0.0,193,03_03_05
1999,3.3.5,0.0,193,03_03_05
2000,3.3.5,0.0,193,03_03_05
2001,3.3.5,0.0,193,03_03_05
2002,3.3.5,0.0,193,03_03_05
2003,3.3.5,0.0,193,03_03_05
2004,3.3.5,0.0,193,03_03_05
2005,3.3.5,0.0,193,03_03_05
2006,3.3.5,0.0,193,03_03_05
2007,3.3.5,0.0,193,03_03_05
2008,3.3.5,0.0,193,03_03_05
2009,3.3.5,0.0,193,03_03_05
2010,3.3.5,191.0,193,03_03_05
2011,3.3.5,191.0,193,03_03_05
2012,3.3.5,191.0,193,03_03_05
2013,3.3.5,191.0,193,03_03_05
2014,3.3.5,191.0,193,03_03_05
2015,3.3.5,191.0,193,03_03_05
2016,3.3.5,191.0,193,03_03_05
2017,3.3.5,191.0,193,03_03_05
2018,3.3.5,191.0,193,03_03_05
2019,3.3.5,0.0,193,03_03_05
2020,3.3.5,0.0,193,03_03_05
1990,3.4.1,0.0,193,03_04_01
1991,3.4.1,0.0,193,03_04_01
1992,3.4.1,0.0,193,03_04_01
1993,3.4.1,0.0,193,03_04_01
1994,3.4.1,0.0,193,03_04_01
1995,3.4.1,0.0,193,03_04_01
1996,3.4.1,0.0,193,03_04_01
1997,3.4.1,0.0,193,03_04_01
1998,3.4.1,0.0,193,03_04_01
1999,3.4.1,0.0,193,03_04_01
2000,3.4.1,182.0,193,03_04_01
2001,3.4.1,182.0,193,03_04_01
2002,3.4.1,182.0,193,03_04_01
2003,3.4.1,182.0,193,03_04_01
2004,3.4.1,182.0,193,03_04_01
2005,3.4.1,182.0,193,03_04_01
2006,3.4.1,182.0,193,03_04_01
2007,3.4.1,182.0,193,03_04_01
2008,3.4.1,182.0,193,03_04_01
2009,3.4.1,182.0,193,03_04_01
2010,3.4.1,182.0,193,03_04_01
2011,3.4.1,182.0,193,03_04_01
2012,3.4.1,182.0,193,03_04_01
2013,3.4.1,182.0,193,03_04_01
2014,3.4.1,182.0,193,03_04_01
2015,3.4.1,182.0,193,03_04_01
2016,3.4.1,182.0,193,03_04_01
2017,3.4.1,0.0,193,03_04_01
2018,3.4.1,0.0,193,03_04_01
2019,3.4.1,0.0,193,03_04_01
2020,3.4.1,0.0,193,03_04_01
1990,3.4.2,0.0,193,03_04_02
1991,3.4.2,0.0,193,03_04_02
1992,3.4.2,0.0,193,03_04_02
1993,3.4.2,0.0,193,03_04_02
1994,3.4.2,0.0,193,03_04_02
1995,3.4.2,0.0,193,03_04_02
1996,3.4.2,0.0,193,03_04_02
1997,3.4.2,0.0,193,03_04_02
1998,3.4.2,0.0,193,03_04_02
1999,3.4.2,0.0,193,03_04_02
2000,3.4.2,182.0,193,03_04_02
2001,3.4.2,182.0,193,03_04_02
2002,3.4.2,182.0,193,03_04_02
2003,3.4.2,182.0,193,03_04_02
2004,3.4.2,182.0,193,03_04_02
2005,3.4.2,182.0,193,03_04_02
2006,3.4.2,182.0,193,03_04_02
2007,3.4.2,182.0,193,03_04_02
2008,3.4.2,182.0,193,03_04_02
2009,3.4.2,182.0,193,03_04_02
2010,3.4.2,182.0,193,03_04_02
2011,3.4.2,182.0,193,03_04_02
2012,3.4.2,182.0,193,03_04_02
2013,3.4.2,182.0,193,03_04_02
2014,3.4.2,182.0,193,03_04_02
2015,3.4.2,182.0,193,03_04_02
2016,3.4.2,182.0,193,03_04_02
2017,3.4.2,0.0,193,03_04_02
2018,3.4.2,0.0,193,03_04_02
2019,3.4.2,0.0,193,03_04_02
2020,3.4.2,0.0,193,03_04_02
1990,3.5.1,0.0,193,03_05_01
1991,3.5.1,0.0,193,03_05_01
1992,3.5.1,0.0,193,03_05_01
1993,3.5.1,0.0,193,03_05_01
1994,3.5.1,0.0,193,03_05_01
1995,3.5.1,0.0,193,03_05_01
1996,3.5.1,0.0,193,03_05_01
1997,3.5.1,0.0,193,03_05_01
1998,3.5.1,0.0,193,03_05_01
1999,3.5.1,0.0,193,03_05_01
2000,3.5.1,0.0,193,03_05_01
2001,3.5.1,0.0,193,03_05_01
2002,3.5.1,0.0,193,03_05_01
2003,3.5.1,0.0,193,03_05_01
2004,3.5.1,0.0,193,03_05_01
2005,3.5.1,0.0,193,03_05_01
2006,3.5.1,0.0,193,03_05_01
2007,3.5.1,0.0,193,03_05_01
2008,3.5.1,0.0,193,03_05_01
2009,3.5.1,0.0,193,03_05_01
2010,3.5.1,0.0,193,03_05_01
2011,3.5.1,0.0,193,03_05_01
2012,3.5.1,0.0,193,03_05_01
2013,3.5.1,0.0,193,03_05_01
2014,3.5.1,0.0,193,03_05_01
2015,3.5.1,14.0,193,03_05_01
2016,3.5.1,187.0,193,03_05_01
2017,3.5.1,21.0,193,03_05_01
2018,3.5.1,0.0,193,03_05_01
2019,3.5.1,0.0,193,03_05_01
2020,3.5.1,0.0,193,03_05_01
1990,3.5.2,0.0,193,03_05_02
1991,3.5.2,0.0,193,03_05_02
1992,3.5.2,0.0,193,03_05_02
1993,3.5.2,0.0,193,03_05_02
1994,3.5.2,0.0,193,03_05_02
1995,3.5.2,0.0,193,03_05_02
1996,3.5.2,0.0,193,03_05_02
1997,3.5.2,0.0,193,03_05_02
1998,3.5.2,0.0,193,03_05_02
1999,3.5.2,0.0,193,03_05_02
2000,3.5.2,182.0,193,03_05_02
2001,3.5.2,182.0,193,03_05_02
2002,3.5.2,182.0,193,03_05_02
2003,3.5.2,182.0,193,03_05_02
2004,3.5.2,182.0,193,03_05_02
2005,3.5.2,182.0,193,03_05_02
2006,3.5.2,182.0,193,03_05_02
2007,3.5.2,182.0,193,03_05_02
2008,3.5.2,182.0,193,03_05_02
2009,3.5.2,182.0,193,03_05_02
2010,3.5.2,186.0,193,03_05_02
2011,3.5.2,186.0,193,03_05_02
2012,3.5.2,186.0,193,03_05_02
2013,3.5.2,186.0,193,03_05_02
2014,3.5.2,186.0,193,03_05_02
2015,3.5.2,186.0,193,03_05_02
2016,3.5.2,186.0,193,03_05_02
2017,3.5.2,186.0,193,03_05_02
2018,3.5.2,186.0,193,03_05_02
2019,3.5.2,0.0,193,03_05_02
2020,3.5.2,0.0,193,03_05_02
1990,3.6.1,0.0,193,03_06_01
1991,3.6.1,0.0,193,03_06_01
1992,3.6.1,0.0,193,03_06_01
1993,3.6.1,0.0,193,03_06_01
1994,3.6.1,0.0,193,03_06_01
1995,3.6.1,0.0,193,03_06_01
1996,3.6.1,0.0,193,03_06_01
1997,3.6.1,0.0,193,03_06_01
1998,3.6.1,0.0,193,03_06_01
1999,3.6.1,0.0,193,03_06_01
2000,3.6.1,191.0,193,03_06_01
2001,3.6.1,191.0,193,03_06_01
2002,3.6.1,191.0,193,03_06_01
2003,3.6.1,191.0,193,03_06_01
2004,3.6.1,191.0,193,03_06_01
2005,3.6.1,191.0,193,03_06_01
2006,3.6.1,191.0,193,03_06_01
2007,3.6.1,191.0,193,03_06_01
2008,3.6.1,191.0,193,03_06_01
2009,3.6.1,191.0,193,03_06_01
2010,3.6.1,191.0,193,03_06_01
2011,3.6.1,191.0,193,03_06_01
2012,3.6.1,191.0,193,03_06_01
2013,3.6.1,191.0,193,03_06_01
2014,3.6.1,191.0,193,03_06_01
2015,3.6.1,191.0,193,03_06_01
2016,3.6.1,191.0,193,03_06_01
2017,3.6.1,0.0,193,03_06_01
2018,3.6.1,0.0,193,03_06_01
2019,3.6.1,0.0,193,03_06_01
2020,3.6.1,0.0,193,03_06_01
1990,3.7.1,0.0,193,03_07_01
1991,3.7.1,0.0,193,03_07_01
1992,3.7.1,0.0,193,03_07_01
1993,3.7.1,0.0,193,03_07_01
1994,3.7.1,0.0,193,03_07_01
1995,3.7.1,0.0,193,03_07_01
1996,3.7.1,0.0,193,03_07_01
1997,3.7.1,0.0,193,03_07_01
1998,3.7.1,0.0,193,03_07_01
1999,3.7.1,0.0,193,03_07_01
2000,3.7.1,16.0,193,03_07_01
2001,3.7.1,28.0,193,03_07_01
2002,3.7.1,37.0,193,03_07_01
2003,3.7.1,47.0,193,03_07_01
2004,3.7.1,59.0,193,03_07_01
2005,3.7.1,67.0,193,03_07_01
2006,3.7.1,72.0,193,03_07_01
2007,3.7.1,82.0,193,03_07_01
2008,3.7.1,80.0,193,03_07_01
2009,3.7.1,85.0,193,03_07_01
2010,3.7.1,90.0,193,03_07_01
2011,3.7.1,97.0,193,03_07_01
2012,3.7.1,101.0,193,03_07_01
2013,3.7.1,91.0,193,03_07_01
2014,3.7.1,86.0,193,03_07_01
2015,3.7.1,69.0,193,03_07_01
2016,3.7.1,60.0,193,03_07_01
2017,3.7.1,43.0,193,03_07_01
2018,3.7.1,31.0,193,03_07_01
2019,3.7.1,2.0,193,03_07_01
2020,3.7.1,0.0,193,03_07_01
1990,3.7.2,0.0,193,03_07_02
1991,3.7.2,0.0,193,03_07_02
1992,3.7.2,0.0,193,03_07_02
1993,3.7.2,0.0,193,03_07_02
1994,3.7.2,0.0,193,03_07_02
1995,3.7.2,0.0,193,03_07_02
1996,3.7.2,0.0,193,03_07_02
1997,3.7.2,0.0,193,03_07_02
1998,3.7.2,0.0,193,03_07_02
1999,3.7.2,0.0,193,03_07_02
2000,3.7.2,143.0,193,03_07_02
2001,3.7.2,163.0,193,03_07_02
2002,3.7.2,174.0,193,03_07_02
2003,3.7.2,180.0,193,03_07_02
2004,3.7.2,184.0,193,03_07_02
2005,3.7.2,185.0,193,03_07_02
